task_id,project_id,assigned_to,task_description,status_id,priority,due_date
7967,13,56,Task description for Task 7967,3,Medium,2024-12-31
7968,39,87,Task description for Task 7968,5,High,2024-12-24
7969,11,67,Task description for Task 7969,3,High,2024-12-23
7970,47,71,Task description for Task 7970,1,Low,2024-12-23
7971,21,66,Task description for Task 7971,3,Low,2024-12-23
7972,41,69,Task description for Task 7972,5,Medium,2024-12-23
7973,13,18,Task description for Task 7973,1,Medium,2024-12-30
7974,14,20,Task description for Task 7974,2,Medium,2024-12-31
7975,29,50,Task description for Task 7975,4,Low,2024-12-21
7976,10,99,Task description for Task 7976,5,Medium,2024-12-23
7977,14,51,Task description for Task 7977,3,Low,2024-12-28
7978,2,87,Task description for Task 7978,2,Low,2024-12-25
7979,48,42,Task description for Task 7979,4,Low,2024-12-29
7980,47,51,Task description for Task 7980,5,High,2024-12-30
7981,13,30,Task description for Task 7981,4,Medium,2024-12-27
7982,31,24,Task description for Task 7982,1,High,2024-12-22
7983,50,62,Task description for Task 7983,4,Medium,2024-12-23
7984,43,95,Task description for Task 7984,3,Medium,2024-12-22
7985,45,34,Task description for Task 7985,4,Medium,2024-12-31
7986,17,35,Task description for Task 7986,1,High,2024-12-29
7987,21,95,Task description for Task 7987,4,Medium,2024-12-31
7988,50,69,Task description for Task 7988,5,High,2024-12-21
7989,49,49,Task description for Task 7989,1,High,2024-12-24
7990,6,2,Task description for Task 7990,5,Low,2024-12-31
7991,44,61,Task description for Task 7991,3,Low,2024-12-26
7992,7,100,Task description for Task 7992,4,Low,2024-12-26
7993,11,78,Task description for Task 7993,3,High,2024-12-29
7994,41,39,Task description for Task 7994,4,High,2024-12-20
7995,21,89,Task description for Task 7995,5,High,2024-12-29
7996,37,95,Task description for Task 7996,3,High,2024-12-21
7997,22,65,Task description for Task 7997,4,Low,2024-12-20
7998,28,74,Task description for Task 7998,5,Low,2024-12-21
7999,50,72,Task description for Task 7999,3,Low,2024-12-31
8000,49,47,Task description for Task 8000,1,High,2024-12-27
8001,24,25,Task description for Task 8001,4,Low,2024-12-23
8002,41,95,Task description for Task 8002,1,High,2024-12-28
8003,18,26,Task description for Task 8003,3,Low,2024-12-25
8004,8,5,Task description for Task 8004,5,Low,2024-12-26
8005,27,54,Task description for Task 8005,1,High,2024-12-30
8006,20,94,Task description for Task 8006,3,Low,2024-12-23
8007,33,66,Task description for Task 8007,4,Medium,2024-12-30
8008,18,12,Task description for Task 8008,5,Medium,2024-12-25
8009,33,69,Task description for Task 8009,4,High,2024-12-28
8010,3,35,Task description for Task 8010,5,Medium,2024-12-26
8011,43,84,Task description for Task 8011,5,Medium,2024-12-20
8012,1,62,Task description for Task 8012,1,High,2024-12-30
8013,19,83,Task description for Task 8013,1,Low,2024-12-28
8014,9,60,Task description for Task 8014,2,High,2024-12-20
8015,42,79,Task description for Task 8015,1,Low,2024-12-28
8016,20,24,Task description for Task 8016,1,High,2024-12-21
8017,45,23,Task description for Task 8017,4,Medium,2024-12-30
8018,39,98,Task description for Task 8018,5,Low,2024-12-25
8019,28,91,Task description for Task 8019,2,Medium,2024-12-24
8020,30,100,Task description for Task 8020,1,Medium,2024-12-29
8021,16,10,Task description for Task 8021,4,Medium,2024-12-31
8022,43,44,Task description for Task 8022,4,Medium,2024-12-21
8023,46,54,Task description for Task 8023,2,Medium,2024-12-31
8024,17,16,Task description for Task 8024,1,Low,2024-12-27
8025,31,78,Task description for Task 8025,5,Medium,2024-12-23
8026,19,76,Task description for Task 8026,3,Medium,2024-12-28
8027,33,55,Task description for Task 8027,1,High,2024-12-26
8028,13,45,Task description for Task 8028,3,Low,2024-12-25
8029,10,58,Task description for Task 8029,1,Medium,2024-12-24
8030,17,17,Task description for Task 8030,3,Low,2024-12-23
8031,16,99,Task description for Task 8031,5,Medium,2024-12-26
8032,12,72,Task description for Task 8032,4,High,2024-12-31
8033,26,47,Task description for Task 8033,3,High,2024-12-22
8034,13,8,Task description for Task 8034,1,High,2024-12-26
8035,34,77,Task description for Task 8035,2,Medium,2024-12-23
8036,41,60,Task description for Task 8036,1,Low,2024-12-28
8037,35,59,Task description for Task 8037,4,Low,2024-12-22
8038,39,8,Task description for Task 8038,1,Low,2024-12-31
8039,23,79,Task description for Task 8039,2,Medium,2024-12-29
8040,35,39,Task description for Task 8040,5,Low,2024-12-31
8041,4,40,Task description for Task 8041,1,Low,2024-12-30
8042,29,65,Task description for Task 8042,5,Medium,2024-12-29
8043,44,33,Task description for Task 8043,5,Low,2024-12-31
8044,23,41,Task description for Task 8044,1,High,2024-12-28
8045,10,59,Task description for Task 8045,5,Medium,2024-12-28
8046,25,20,Task description for Task 8046,3,Low,2024-12-31
8047,49,9,Task description for Task 8047,3,High,2024-12-25
8048,27,25,Task description for Task 8048,2,Medium,2024-12-26
8049,47,68,Task description for Task 8049,5,Low,2024-12-20
8050,46,17,Task description for Task 8050,1,Medium,2024-12-30
8051,30,38,Task description for Task 8051,5,High,2024-12-28
8052,42,60,Task description for Task 8052,4,High,2024-12-30
8053,1,30,Task description for Task 8053,3,High,2024-12-31
8054,31,54,Task description for Task 8054,1,Low,2024-12-31
8055,3,79,Task description for Task 8055,1,High,2024-12-24
8056,9,36,Task description for Task 8056,4,High,2024-12-29
8057,25,5,Task description for Task 8057,5,High,2024-12-25
8058,9,4,Task description for Task 8058,2,High,2024-12-22
8059,14,79,Task description for Task 8059,1,Medium,2024-12-23
8060,39,75,Task description for Task 8060,1,Low,2024-12-30
8061,27,77,Task description for Task 8061,5,Medium,2024-12-28
8062,32,22,Task description for Task 8062,5,High,2024-12-21
8063,33,54,Task description for Task 8063,2,High,2024-12-26
8064,50,23,Task description for Task 8064,2,Medium,2024-12-24
8065,24,45,Task description for Task 8065,1,Medium,2024-12-25
8066,46,52,Task description for Task 8066,1,Low,2024-12-28
8067,13,96,Task description for Task 8067,4,Low,2024-12-23
8068,10,66,Task description for Task 8068,4,Medium,2024-12-20
8069,24,47,Task description for Task 8069,5,Medium,2024-12-21
8070,11,34,Task description for Task 8070,4,Medium,2024-12-26
8071,3,22,Task description for Task 8071,5,Medium,2024-12-23
8072,10,8,Task description for Task 8072,1,High,2024-12-31
8073,48,44,Task description for Task 8073,1,High,2024-12-20
8074,36,37,Task description for Task 8074,4,High,2024-12-25
8075,43,96,Task description for Task 8075,1,Medium,2024-12-26
8076,31,34,Task description for Task 8076,1,Medium,2024-12-30
8077,21,9,Task description for Task 8077,4,High,2024-12-27
8078,17,70,Task description for Task 8078,1,Low,2024-12-25
8079,4,76,Task description for Task 8079,4,Medium,2024-12-21
8080,28,24,Task description for Task 8080,4,Low,2024-12-27
8081,39,63,Task description for Task 8081,3,Low,2024-12-21
8082,19,64,Task description for Task 8082,3,Medium,2024-12-30
8083,17,81,Task description for Task 8083,4,High,2024-12-27
8084,42,34,Task description for Task 8084,5,High,2024-12-25
8085,12,12,Task description for Task 8085,1,Medium,2024-12-25
8086,47,84,Task description for Task 8086,1,Medium,2024-12-25
8087,34,50,Task description for Task 8087,3,Medium,2024-12-23
8088,4,26,Task description for Task 8088,1,Medium,2024-12-27
8089,13,87,Task description for Task 8089,5,Medium,2024-12-26
8090,50,29,Task description for Task 8090,4,High,2024-12-30
8091,12,32,Task description for Task 8091,2,Low,2024-12-27
8092,31,66,Task description for Task 8092,5,Low,2024-12-31
8093,22,63,Task description for Task 8093,4,Medium,2024-12-23
8094,37,97,Task description for Task 8094,1,Medium,2024-12-20
8095,45,22,Task description for Task 8095,5,High,2024-12-26
8096,42,33,Task description for Task 8096,3,High,2024-12-20
8097,20,79,Task description for Task 8097,1,Medium,2024-12-23
8098,35,13,Task description for Task 8098,3,High,2024-12-20
8099,41,20,Task description for Task 8099,5,High,2024-12-24
8100,2,4,Task description for Task 8100,2,High,2024-12-22
8101,50,85,Task description for Task 8101,2,Low,2024-12-31
8102,36,56,Task description for Task 8102,2,Low,2024-12-28
8103,8,3,Task description for Task 8103,2,High,2024-12-23
8104,35,96,Task description for Task 8104,5,High,2024-12-26
8105,25,10,Task description for Task 8105,2,Low,2024-12-27
8106,35,18,Task description for Task 8106,1,Low,2024-12-22
8107,48,77,Task description for Task 8107,1,Low,2024-12-21
8108,16,74,Task description for Task 8108,4,Low,2024-12-21
8109,48,91,Task description for Task 8109,1,High,2024-12-23
8110,26,97,Task description for Task 8110,5,Low,2024-12-28
8111,30,90,Task description for Task 8111,4,Low,2024-12-25
8112,14,94,Task description for Task 8112,4,Medium,2024-12-26
8113,23,65,Task description for Task 8113,4,Medium,2024-12-24
8114,11,9,Task description for Task 8114,2,Low,2024-12-20
8115,1,73,Task description for Task 8115,5,High,2024-12-20
8116,28,21,Task description for Task 8116,1,Medium,2024-12-28
8117,27,73,Task description for Task 8117,1,High,2024-12-25
8118,16,83,Task description for Task 8118,4,High,2024-12-21
8119,42,97,Task description for Task 8119,4,High,2024-12-28
8120,11,21,Task description for Task 8120,1,Low,2024-12-28
8121,20,67,Task description for Task 8121,4,Medium,2024-12-23
8122,47,78,Task description for Task 8122,5,Medium,2024-12-25
8123,40,66,Task description for Task 8123,5,Medium,2024-12-24
8124,8,60,Task description for Task 8124,2,Low,2024-12-26
8125,2,34,Task description for Task 8125,3,Medium,2024-12-22
8126,8,96,Task description for Task 8126,5,Low,2024-12-26
8127,39,80,Task description for Task 8127,1,Low,2024-12-28
8128,50,25,Task description for Task 8128,1,Medium,2024-12-26
8129,42,75,Task description for Task 8129,5,High,2024-12-26
8130,46,78,Task description for Task 8130,5,Low,2024-12-28
8131,42,75,Task description for Task 8131,5,High,2024-12-31
8132,15,32,Task description for Task 8132,2,High,2024-12-20
8133,35,82,Task description for Task 8133,1,Medium,2024-12-30
8134,6,13,Task description for Task 8134,4,High,2024-12-25
8135,24,46,Task description for Task 8135,5,Medium,2024-12-23
8136,39,43,Task description for Task 8136,4,High,2024-12-27
8137,24,16,Task description for Task 8137,3,High,2024-12-29
8138,2,62,Task description for Task 8138,4,Medium,2024-12-20
8139,27,80,Task description for Task 8139,2,Medium,2024-12-30
8140,2,89,Task description for Task 8140,3,Medium,2024-12-27
8141,43,9,Task description for Task 8141,2,Medium,2024-12-27
8142,46,76,Task description for Task 8142,2,High,2024-12-22
8143,20,88,Task description for Task 8143,5,Low,2024-12-21
8144,24,36,Task description for Task 8144,3,Medium,2024-12-31
8145,6,77,Task description for Task 8145,3,Medium,2024-12-31
8146,45,13,Task description for Task 8146,1,Low,2024-12-30
8147,44,45,Task description for Task 8147,1,Low,2024-12-31
8148,30,28,Task description for Task 8148,3,Low,2024-12-21
8149,30,24,Task description for Task 8149,3,High,2024-12-25
8150,3,31,Task description for Task 8150,2,Low,2024-12-21
8151,49,69,Task description for Task 8151,2,Low,2024-12-24
8152,8,50,Task description for Task 8152,4,Low,2024-12-31
8153,14,90,Task description for Task 8153,2,Low,2024-12-23
8154,45,23,Task description for Task 8154,2,Low,2024-12-30
8155,10,46,Task description for Task 8155,4,High,2024-12-25
8156,35,68,Task description for Task 8156,5,Medium,2024-12-23
8157,23,12,Task description for Task 8157,2,Medium,2024-12-22
8158,39,9,Task description for Task 8158,1,Medium,2024-12-29
8159,7,10,Task description for Task 8159,2,Medium,2024-12-20
8160,20,47,Task description for Task 8160,4,Medium,2024-12-25
8161,11,60,Task description for Task 8161,3,High,2024-12-21
8162,26,40,Task description for Task 8162,3,High,2024-12-21
8163,37,19,Task description for Task 8163,4,Low,2024-12-27
8164,44,38,Task description for Task 8164,3,High,2024-12-22
8165,43,46,Task description for Task 8165,2,High,2024-12-26
8166,32,29,Task description for Task 8166,3,High,2024-12-21
8167,32,54,Task description for Task 8167,4,High,2024-12-22
8168,37,91,Task description for Task 8168,5,High,2024-12-20
8169,5,19,Task description for Task 8169,4,Medium,2024-12-28
8170,36,21,Task description for Task 8170,2,Low,2024-12-30
8171,44,73,Task description for Task 8171,5,Low,2024-12-31
8172,29,94,Task description for Task 8172,3,High,2024-12-21
8173,16,36,Task description for Task 8173,3,Low,2024-12-23
8174,29,47,Task description for Task 8174,4,High,2024-12-25
8175,29,45,Task description for Task 8175,2,Medium,2024-12-22
8176,11,17,Task description for Task 8176,2,Low,2024-12-26
8177,47,52,Task description for Task 8177,4,Medium,2024-12-24
8178,41,9,Task description for Task 8178,4,Medium,2024-12-24
8179,27,95,Task description for Task 8179,3,Low,2024-12-20
8180,29,96,Task description for Task 8180,5,Medium,2024-12-24
8181,24,33,Task description for Task 8181,1,High,2024-12-27
8182,46,63,Task description for Task 8182,4,Low,2024-12-26
8183,11,43,Task description for Task 8183,1,Low,2024-12-30
8184,41,67,Task description for Task 8184,1,High,2024-12-21
8185,8,12,Task description for Task 8185,1,High,2024-12-29
8186,33,3,Task description for Task 8186,1,Low,2024-12-26
8187,16,81,Task description for Task 8187,2,Medium,2024-12-25
8188,27,18,Task description for Task 8188,3,High,2024-12-30
8189,24,96,Task description for Task 8189,1,High,2024-12-30
8190,50,32,Task description for Task 8190,5,Medium,2024-12-29
8191,5,86,Task description for Task 8191,5,High,2024-12-31
8192,24,23,Task description for Task 8192,1,Low,2024-12-24
8193,20,87,Task description for Task 8193,5,High,2024-12-23
8194,24,74,Task description for Task 8194,5,High,2024-12-28
8195,40,56,Task description for Task 8195,5,High,2024-12-20
8196,18,92,Task description for Task 8196,4,High,2024-12-26
8197,21,21,Task description for Task 8197,2,Medium,2024-12-27
8198,29,88,Task description for Task 8198,4,Low,2024-12-30
8199,39,99,Task description for Task 8199,5,Medium,2024-12-30
8200,9,94,Task description for Task 8200,4,Medium,2024-12-22
8201,26,82,Task description for Task 8201,5,Medium,2024-12-31
8202,47,43,Task description for Task 8202,1,Low,2024-12-22
8203,27,31,Task description for Task 8203,3,High,2024-12-30
8204,20,41,Task description for Task 8204,5,High,2024-12-25
8205,13,100,Task description for Task 8205,4,High,2024-12-27
8206,10,2,Task description for Task 8206,4,Medium,2024-12-22
8207,15,35,Task description for Task 8207,4,Medium,2024-12-24
8208,14,36,Task description for Task 8208,1,Medium,2024-12-28
8209,48,39,Task description for Task 8209,5,Medium,2024-12-31
8210,25,18,Task description for Task 8210,2,Low,2024-12-28
8211,12,95,Task description for Task 8211,2,Medium,2024-12-22
8212,32,71,Task description for Task 8212,3,High,2024-12-23
8213,10,19,Task description for Task 8213,5,Medium,2024-12-29
8214,48,98,Task description for Task 8214,4,Low,2024-12-26
8215,41,97,Task description for Task 8215,1,Low,2024-12-21
8216,48,37,Task description for Task 8216,4,Medium,2024-12-29
8217,1,35,Task description for Task 8217,2,Medium,2024-12-29
8218,36,79,Task description for Task 8218,3,Low,2024-12-24
8219,31,87,Task description for Task 8219,3,Low,2024-12-28
8220,40,13,Task description for Task 8220,4,High,2024-12-31
8221,21,90,Task description for Task 8221,2,High,2024-12-26
8222,22,83,Task description for Task 8222,1,Medium,2024-12-29
8223,3,51,Task description for Task 8223,4,Low,2024-12-27
8224,43,100,Task description for Task 8224,3,Medium,2024-12-23
8225,3,75,Task description for Task 8225,1,Medium,2024-12-21
8226,23,73,Task description for Task 8226,3,Medium,2024-12-21
8227,30,94,Task description for Task 8227,4,High,2024-12-24
8228,13,94,Task description for Task 8228,5,High,2024-12-22
8229,26,78,Task description for Task 8229,2,High,2024-12-22
8230,42,11,Task description for Task 8230,2,Low,2024-12-25
8231,6,79,Task description for Task 8231,4,Medium,2024-12-21
8232,29,20,Task description for Task 8232,1,Low,2024-12-27
8233,13,32,Task description for Task 8233,4,Medium,2024-12-28
8234,48,99,Task description for Task 8234,3,Low,2024-12-30
8235,1,75,Task description for Task 8235,2,Low,2024-12-31
8236,25,58,Task description for Task 8236,4,Low,2024-12-22
8237,50,47,Task description for Task 8237,5,Medium,2024-12-27
8238,25,51,Task description for Task 8238,5,High,2024-12-26
8239,20,50,Task description for Task 8239,2,Low,2024-12-23
8240,19,32,Task description for Task 8240,4,Low,2024-12-23
8241,1,99,Task description for Task 8241,3,Low,2024-12-27
8242,14,98,Task description for Task 8242,1,Medium,2024-12-29
8243,11,76,Task description for Task 8243,1,Low,2024-12-23
8244,36,67,Task description for Task 8244,2,Medium,2024-12-20
8245,11,82,Task description for Task 8245,1,Low,2024-12-28
8246,26,27,Task description for Task 8246,5,High,2024-12-29
8247,26,19,Task description for Task 8247,3,Low,2024-12-28
8248,47,3,Task description for Task 8248,4,Medium,2024-12-31
8249,41,95,Task description for Task 8249,3,Low,2024-12-25
8250,26,42,Task description for Task 8250,4,Low,2024-12-23
8251,10,52,Task description for Task 8251,5,Low,2024-12-26
8252,17,61,Task description for Task 8252,2,High,2024-12-30
8253,34,5,Task description for Task 8253,2,High,2024-12-23
8254,3,97,Task description for Task 8254,3,High,2024-12-27
8255,48,6,Task description for Task 8255,3,High,2024-12-23
8256,41,31,Task description for Task 8256,4,Low,2024-12-30
8257,39,24,Task description for Task 8257,2,Medium,2024-12-28
8258,14,96,Task description for Task 8258,1,Medium,2024-12-28
8259,5,62,Task description for Task 8259,1,Low,2024-12-30
8260,1,51,Task description for Task 8260,1,Medium,2024-12-26
8261,13,57,Task description for Task 8261,1,High,2024-12-25
8262,43,84,Task description for Task 8262,2,High,2024-12-29
8263,32,68,Task description for Task 8263,2,Medium,2024-12-27
8264,40,82,Task description for Task 8264,3,Low,2024-12-30
8265,22,22,Task description for Task 8265,1,Low,2024-12-25
8266,41,14,Task description for Task 8266,1,High,2024-12-27
8267,45,61,Task description for Task 8267,5,High,2024-12-20
8268,47,87,Task description for Task 8268,5,Low,2024-12-26
8269,4,81,Task description for Task 8269,2,Low,2024-12-23
8270,13,94,Task description for Task 8270,2,High,2024-12-21
8271,10,100,Task description for Task 8271,3,Low,2024-12-28
8272,32,21,Task description for Task 8272,5,High,2024-12-21
8273,5,34,Task description for Task 8273,2,Medium,2024-12-26
8274,11,32,Task description for Task 8274,3,Low,2024-12-30
8275,48,91,Task description for Task 8275,5,Low,2024-12-22
8276,30,60,Task description for Task 8276,4,High,2024-12-24
8277,27,42,Task description for Task 8277,5,Medium,2024-12-21
8278,42,58,Task description for Task 8278,2,Medium,2024-12-31
8279,48,37,Task description for Task 8279,1,Medium,2024-12-31
8280,7,81,Task description for Task 8280,1,High,2024-12-29
8281,12,2,Task description for Task 8281,4,High,2024-12-23
8282,33,95,Task description for Task 8282,2,Medium,2024-12-26
8283,25,90,Task description for Task 8283,5,Medium,2024-12-23
8284,24,59,Task description for Task 8284,4,Medium,2024-12-26
8285,37,33,Task description for Task 8285,5,Medium,2024-12-29
8286,22,64,Task description for Task 8286,4,Medium,2024-12-20
8287,13,17,Task description for Task 8287,3,High,2024-12-20
8288,1,12,Task description for Task 8288,4,Low,2024-12-24
8289,10,58,Task description for Task 8289,1,Medium,2024-12-29
8290,17,81,Task description for Task 8290,5,Medium,2024-12-26
8291,1,36,Task description for Task 8291,3,Low,2024-12-29
8292,29,94,Task description for Task 8292,4,Low,2024-12-25
8293,32,20,Task description for Task 8293,3,Low,2024-12-28
8294,33,96,Task description for Task 8294,1,Low,2024-12-26
8295,29,64,Task description for Task 8295,1,Medium,2024-12-31
8296,17,33,Task description for Task 8296,5,Low,2024-12-21
8297,43,39,Task description for Task 8297,5,Medium,2024-12-30
8298,5,11,Task description for Task 8298,4,Low,2024-12-27
8299,48,7,Task description for Task 8299,5,Low,2024-12-26
8300,22,88,Task description for Task 8300,1,Low,2024-12-25
8301,5,34,Task description for Task 8301,5,Low,2024-12-20
8302,44,89,Task description for Task 8302,4,Low,2024-12-30
8303,29,100,Task description for Task 8303,4,Medium,2024-12-27
8304,3,19,Task description for Task 8304,2,Low,2024-12-29
8305,11,53,Task description for Task 8305,1,Medium,2024-12-31
8306,40,58,Task description for Task 8306,1,Medium,2024-12-28
8307,37,53,Task description for Task 8307,1,High,2024-12-21
8308,46,14,Task description for Task 8308,1,High,2024-12-21
8309,3,43,Task description for Task 8309,3,Medium,2024-12-28
8310,46,34,Task description for Task 8310,4,Medium,2024-12-21
8311,35,80,Task description for Task 8311,1,High,2024-12-26
8312,14,86,Task description for Task 8312,1,Low,2024-12-28
8313,30,25,Task description for Task 8313,2,Low,2024-12-27
8314,35,59,Task description for Task 8314,5,Medium,2024-12-26
8315,2,63,Task description for Task 8315,3,High,2024-12-26
8316,39,83,Task description for Task 8316,1,Medium,2024-12-27
8317,43,88,Task description for Task 8317,3,High,2024-12-23
8318,10,70,Task description for Task 8318,2,High,2024-12-31
8319,33,35,Task description for Task 8319,4,High,2024-12-26
8320,48,55,Task description for Task 8320,5,Medium,2024-12-29
8321,30,3,Task description for Task 8321,5,Medium,2024-12-23
8322,4,96,Task description for Task 8322,4,Medium,2024-12-26
8323,3,72,Task description for Task 8323,4,Low,2024-12-21
8324,11,4,Task description for Task 8324,3,High,2024-12-23
8325,47,48,Task description for Task 8325,2,Medium,2024-12-24
8326,6,37,Task description for Task 8326,1,Low,2024-12-25
8327,25,88,Task description for Task 8327,3,High,2024-12-25
8328,9,58,Task description for Task 8328,2,Medium,2024-12-25
8329,30,99,Task description for Task 8329,4,Low,2024-12-31
8330,38,9,Task description for Task 8330,1,Low,2024-12-26
8331,5,56,Task description for Task 8331,3,Low,2024-12-31
8332,46,11,Task description for Task 8332,4,High,2024-12-26
8333,19,25,Task description for Task 8333,2,Low,2024-12-21
8334,2,34,Task description for Task 8334,1,Medium,2024-12-27
8335,34,21,Task description for Task 8335,5,Medium,2024-12-30
8336,7,70,Task description for Task 8336,4,Low,2024-12-27
8337,13,97,Task description for Task 8337,1,Medium,2024-12-26
8338,47,63,Task description for Task 8338,1,High,2024-12-25
8339,45,60,Task description for Task 8339,4,High,2024-12-21
8340,18,87,Task description for Task 8340,1,Low,2024-12-27
8341,10,94,Task description for Task 8341,5,High,2024-12-20
8342,44,20,Task description for Task 8342,4,Medium,2024-12-25
8343,16,90,Task description for Task 8343,3,Medium,2024-12-26
8344,48,34,Task description for Task 8344,1,High,2024-12-21
8345,2,20,Task description for Task 8345,4,High,2024-12-27
8346,2,61,Task description for Task 8346,5,High,2024-12-25
8347,16,60,Task description for Task 8347,4,Low,2024-12-31
8348,6,20,Task description for Task 8348,4,High,2024-12-29
8349,36,21,Task description for Task 8349,3,Low,2024-12-20
8350,22,41,Task description for Task 8350,3,Medium,2024-12-23
8351,30,91,Task description for Task 8351,5,Low,2024-12-30
8352,6,4,Task description for Task 8352,1,Medium,2024-12-21
8353,29,67,Task description for Task 8353,3,Medium,2024-12-20
8354,37,20,Task description for Task 8354,3,High,2024-12-29
8355,22,24,Task description for Task 8355,1,High,2024-12-25
8356,11,71,Task description for Task 8356,5,Low,2024-12-26
8357,4,66,Task description for Task 8357,3,High,2024-12-22
8358,2,11,Task description for Task 8358,1,Medium,2024-12-31
8359,30,40,Task description for Task 8359,5,Medium,2024-12-30
8360,21,34,Task description for Task 8360,1,Medium,2024-12-23
8361,23,50,Task description for Task 8361,3,Medium,2024-12-25
8362,43,90,Task description for Task 8362,1,Low,2024-12-23
8363,10,45,Task description for Task 8363,2,Medium,2024-12-28
8364,12,1,Task description for Task 8364,3,Low,2024-12-21
8365,13,44,Task description for Task 8365,1,Low,2024-12-20
8366,6,89,Task description for Task 8366,4,Low,2024-12-29
8367,44,42,Task description for Task 8367,4,Low,2024-12-24
8368,34,99,Task description for Task 8368,4,Low,2024-12-30
8369,20,93,Task description for Task 8369,2,Medium,2024-12-26
8370,43,24,Task description for Task 8370,1,Low,2024-12-21
8371,22,7,Task description for Task 8371,4,Low,2024-12-22
8372,5,64,Task description for Task 8372,4,High,2024-12-22
8373,48,21,Task description for Task 8373,4,Low,2024-12-21
8374,42,86,Task description for Task 8374,2,High,2024-12-21
8375,26,15,Task description for Task 8375,4,High,2024-12-25
8376,21,55,Task description for Task 8376,4,High,2024-12-23
8377,36,14,Task description for Task 8377,3,Medium,2024-12-20
8378,44,80,Task description for Task 8378,4,Low,2024-12-28
8379,41,1,Task description for Task 8379,1,High,2024-12-26
8380,42,36,Task description for Task 8380,1,Low,2024-12-21
8381,45,3,Task description for Task 8381,2,Low,2024-12-29
8382,19,90,Task description for Task 8382,2,Medium,2024-12-24
8383,28,98,Task description for Task 8383,3,Medium,2024-12-30
8384,26,8,Task description for Task 8384,2,High,2024-12-20
8385,32,30,Task description for Task 8385,1,Low,2024-12-31
8386,49,83,Task description for Task 8386,2,Low,2024-12-21
8387,8,90,Task description for Task 8387,1,Medium,2024-12-28
8388,47,89,Task description for Task 8388,3,Low,2024-12-22
8389,26,6,Task description for Task 8389,5,Medium,2024-12-30
8390,4,96,Task description for Task 8390,4,High,2024-12-31
8391,26,83,Task description for Task 8391,2,Low,2024-12-25
8392,26,76,Task description for Task 8392,1,High,2024-12-29
8393,25,2,Task description for Task 8393,1,Low,2024-12-21
8394,33,57,Task description for Task 8394,4,High,2024-12-29
8395,25,25,Task description for Task 8395,5,Medium,2024-12-22
8396,7,31,Task description for Task 8396,5,High,2024-12-30
8397,40,82,Task description for Task 8397,1,Low,2024-12-23
8398,31,9,Task description for Task 8398,4,Medium,2024-12-25
8399,29,48,Task description for Task 8399,2,High,2024-12-21
8400,17,65,Task description for Task 8400,3,High,2024-12-22
8401,2,90,Task description for Task 8401,2,Medium,2024-12-25
8402,4,40,Task description for Task 8402,5,Medium,2024-12-31
8403,22,27,Task description for Task 8403,1,Low,2024-12-22
8404,11,44,Task description for Task 8404,4,Medium,2024-12-29
8405,42,15,Task description for Task 8405,3,High,2024-12-29
8406,19,34,Task description for Task 8406,5,Medium,2024-12-30
8407,24,94,Task description for Task 8407,3,Medium,2024-12-31
8408,14,22,Task description for Task 8408,4,High,2024-12-30
8409,28,29,Task description for Task 8409,1,Low,2024-12-27
8410,33,63,Task description for Task 8410,1,High,2024-12-30
8411,46,41,Task description for Task 8411,4,High,2024-12-24
8412,40,44,Task description for Task 8412,2,Low,2024-12-27
8413,20,72,Task description for Task 8413,1,High,2024-12-28
8414,6,56,Task description for Task 8414,1,High,2024-12-25
8415,29,70,Task description for Task 8415,1,Medium,2024-12-23
8416,50,35,Task description for Task 8416,5,Medium,2024-12-22
8417,21,29,Task description for Task 8417,3,High,2024-12-30
8418,50,69,Task description for Task 8418,3,High,2024-12-24
8419,33,56,Task description for Task 8419,2,Medium,2024-12-29
8420,21,49,Task description for Task 8420,1,Medium,2024-12-27
8421,9,59,Task description for Task 8421,3,Low,2024-12-27
8422,42,25,Task description for Task 8422,3,Low,2024-12-22
8423,38,48,Task description for Task 8423,4,Low,2024-12-31
8424,48,42,Task description for Task 8424,2,Medium,2024-12-22
8425,22,15,Task description for Task 8425,3,Medium,2024-12-31
8426,12,48,Task description for Task 8426,4,High,2024-12-27
8427,8,98,Task description for Task 8427,5,Medium,2024-12-26
8428,4,94,Task description for Task 8428,4,Medium,2024-12-23
8429,34,45,Task description for Task 8429,2,Low,2024-12-27
8430,35,75,Task description for Task 8430,2,Medium,2024-12-20
8431,44,60,Task description for Task 8431,2,High,2024-12-25
8432,39,94,Task description for Task 8432,3,Medium,2024-12-27
8433,13,58,Task description for Task 8433,4,High,2024-12-26
8434,13,34,Task description for Task 8434,4,Medium,2024-12-26
8435,26,34,Task description for Task 8435,5,Medium,2024-12-22
8436,48,15,Task description for Task 8436,4,High,2024-12-25
8437,42,56,Task description for Task 8437,4,Medium,2024-12-23
8438,2,23,Task description for Task 8438,5,Low,2024-12-23
8439,44,47,Task description for Task 8439,3,Low,2024-12-21
8440,44,57,Task description for Task 8440,3,Medium,2024-12-22
8441,13,85,Task description for Task 8441,3,Low,2024-12-25
8442,30,5,Task description for Task 8442,2,Low,2024-12-26
8443,39,59,Task description for Task 8443,3,Low,2024-12-28
8444,13,41,Task description for Task 8444,4,High,2024-12-28
8445,1,17,Task description for Task 8445,2,High,2024-12-29
8446,41,1,Task description for Task 8446,2,High,2024-12-31
8447,9,61,Task description for Task 8447,3,Low,2024-12-27
